Utility_ID,Electric_Utility,State
769,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
770,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
771,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
772,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
773,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
774,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
775,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
776,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
777,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
778,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
779,PUGET SOUND ENERGY INC,Unknown
780,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
781,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
782,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
783,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
784,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
785,PUGET SOUND ENERGY INC,Unknown
786,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
787,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
788,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
789,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
790,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
791,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,Unknown
792,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
793,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
794,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
795,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
796,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
797,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
798,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
799,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
800,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
801,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
802,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
803,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
804,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
805,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
806,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
807,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
808,PUGET SOUND ENERGY INC,Unknown
809,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
810,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
811,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
812,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
813,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
814,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
815,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
816,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
817,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
818,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
819,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
820,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
821,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
822,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
823,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
824,PUGET SOUND ENERGY INC,Unknown
825,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
826,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
827,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
828,PUGET SOUND ENERGY INC,Unknown
829,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
830,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
831,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
832,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
833,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,Unknown
834,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
835,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
836,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
837,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
838,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
839,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
840,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
841,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
842,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
843,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
844,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
845,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
846,PUGET SOUND ENERGY INC,Unknown
847,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
848,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
849,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
850,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
851,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
852,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
853,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
854,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
855,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
856,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
857,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
858,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
859,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
860,PUGET SOUND ENERGY INC,Unknown
861,PUGET SOUND ENERGY INC,Unknown
862,PUGET SOUND ENERGY INC,Unknown
863,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
864,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
865,PUGET SOUND ENERGY INC,Unknown
866,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
867,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
868,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
869,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
870,PUGET SOUND ENERGY INC,Unknown
871,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
872,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
873,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
874,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
875,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
876,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
877,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
878,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
879,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
880,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
881,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
882,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
883,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
884,PUGET SOUND ENERGY INC,Unknown
885,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
886,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
887,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
888,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
889,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
890,PUGET SOUND ENERGY INC,Unknown
891,PUGET SOUND ENERGY INC,Unknown
892,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
893,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
894,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
895,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
896,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
897,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
898,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
899,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
901,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
902,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
903,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
904,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
905,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
906,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
907,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
908,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
909,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
910,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
911,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
912,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
913,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
914,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
915,PUGET SOUND ENERGY INC,Unknown
916,PUGET SOUND ENERGY INC,Unknown
917,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
918,PUGET SOUND ENERGY INC,Unknown
919,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
920,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
921,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
922,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
923,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
924,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
925,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
926,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
927,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,Unknown
928,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
929,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
930,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
931,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
932,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
933,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
934,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
935,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
936,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
937,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
938,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
939,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
940,PUGET SOUND ENERGY INC,Unknown
941,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
942,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
943,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
944,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
945,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
946,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
947,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
948,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,Unknown
949,PUGET SOUND ENERGY INC,Unknown
950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
951,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
952,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
953,PUGET SOUND ENERGY INC,Unknown
954,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
955,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
956,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
957,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
958,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
959,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
960,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
961,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
962,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
963,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
964,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
965,PACIFICORP,Unknown
966,PUGET SOUND ENERGY INC,Unknown
967,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
968,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
969,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
970,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
971,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
972,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
973,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
974,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
975,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
976,PUGET SOUND ENERGY INC,Unknown
977,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
978,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
979,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
980,PUGET SOUND ENERGY INC,Unknown
981,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
982,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
983,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
984,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
985,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
986,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
987,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
988,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
989,PUGET SOUND ENERGY INC,Unknown
990,PUGET SOUND ENERGY INC,Unknown
991,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
992,PUGET SOUND ENERGY INC,Unknown
993,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
994,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
995,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
996,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
997,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
998,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
999,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1000,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1001,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1002,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1003,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1004,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1005,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1006,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1007,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1008,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1009,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
1010,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1011,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1012,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1013,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1014,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1015,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1016,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1017,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1018,PUGET SOUND ENERGY INC,Unknown
1019,PUGET SOUND ENERGY INC,Unknown
1020,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1021,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1022,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,Unknown
1023,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1024,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1025,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
1026,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1027,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1028,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1029,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1030,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1031,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1032,PUGET SOUND ENERGY INC,Unknown
1033,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1034,PUGET SOUND ENERGY INC,Unknown
1035,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1036,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1037,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1038,PUGET SOUND ENERGY INC,Unknown
1039,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1040,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1041,PUGET SOUND ENERGY INC,Unknown
1042,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1043,PUGET SOUND ENERGY INC,Unknown
1044,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1045,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1046,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1047,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1048,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1049,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1050,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1051,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1052,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1053,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1054,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1055,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1056,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1057,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1058,PUGET SOUND ENERGY INC,Unknown
1059,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
1060,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1061,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1062,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1063,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1064,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1065,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1066,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1067,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1068,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1069,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1070,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1071,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1072,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1073,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1074,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1075,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1076,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1077,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1078,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1079,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1080,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1081,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
1082,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1083,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
1084,PUGET SOUND ENERGY INC,Unknown
1085,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1086,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1087,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1088,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1089,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
1090,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1091,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
1092,PUGET SOUND ENERGY INC,Unknown
1093,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1094,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1095,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
1096,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
